order,pet_id,name,status,note
9363,403048,水蓝蓝,RocoData??,source=MONSTER_CONF; base_id=3002
9364,403049,水蓝蓝,RocoData??,source=MONSTER_CONF; base_id=3002
9365,403050,水蓝蓝,RocoData??,source=MONSTER_CONF; base_id=3002
9366,403051,0星水蓝蓝,RocoData??,source=MONSTER_CONF; base_id=17000004; base_name=石肤蜥-极化钝化测试用
9367,403052,2星水蓝蓝,RocoData??,source=MONSTER_CONF; base_id=17000004; base_name=石肤蜥-极化钝化测试用
9368,403053,3星水蓝蓝,RocoData??,source=MONSTER_CONF; base_id=17000004; base_name=石肤蜥-极化钝化测试用
9369,403054,4星水蓝蓝,RocoData??,source=MONSTER_CONF; base_id=17000004; base_name=石肤蜥-极化钝化测试用
9370,403055,5星水蓝蓝,RocoData??,source=MONSTER_CONF; base_id=17000004; base_name=石肤蜥-极化钝化测试用
9371,403056,5星30级测试水蓝蓝,RocoData??,source=MONSTER_CONF; base_id=17000004; base_name=石肤蜥-极化钝化测试用
9372,410001,喵喵,RocoData??,source=MONSTER_CONF; base_id=3001
9373,410002,水蓝蓝,RocoData??,source=MONSTER_CONF; base_id=3002
9374,410003,火花,RocoData??,source=MONSTER_CONF; base_id=3003
9375,410004,迪莫,RocoData??,source=MONSTER_CONF; base_id=3004
9376,410005,水灵,RocoData??,source=MONSTER_CONF; base_id=3005
9377,410006,火神,RocoData??,source=MONSTER_CONF; base_id=3006
9378,410007,魔力猫,RocoData??,source=MONSTER_CONF; base_id=3007
9379,410008,草头鸭,RocoData??,source=MONSTER_CONF; base_id=3008
9380,410009,赤毛鸡仔,RocoData??,source=MONSTER_CONF; base_id=3009
9381,410010,恶魔叮,RocoData??,source=MONSTER_CONF; base_id=3010
9382,410011,恶魔狼,RocoData??,source=MONSTER_CONF; base_id=3011
9383,410012,鸭吉吉,RocoData??,source=MONSTER_CONF; base_id=3012
9384,410013,铠甲虫,RocoData??,source=MONSTER_CONF; base_id=3013
9385,410014,阿米亚特,RocoData??,source=MONSTER_CONF; base_id=3014
9386,410015,阿米樱,RocoData??,source=MONSTER_CONF; base_id=3015
9387,410016,罗隐,RocoData??,source=MONSTER_CONF; base_id=3016
9388,410017,蹦蹦种子,RocoData??,source=MONSTER_CONF; base_id=3017
9389,410018,蹦蹦草,RocoData??,source=MONSTER_CONF; base_id=3018
9390,410019,蹦蹦花,RocoData??,source=MONSTER_CONF; base_id=3019
9391,410020,地鼠,RocoData??,source=MONSTER_CONF; base_id=3020
9392,410021,遁鼠,RocoData??,source=MONSTER_CONF; base_id=3021
9393,410022,遁地鼠,RocoData??,source=MONSTER_CONF; base_id=3022
9394,410023,火云斗鸡,RocoData??,source=MONSTER_CONF; base_id=3023
9395,410024,伊丽莎白,RocoData??,source=MONSTER_CONF; base_id=3024
9396,410025,奇丽草,RocoData??,source=MONSTER_CONF; base_id=3029
9397,410026,奇丽叶,RocoData??,source=MONSTER_CONF; base_id=3030
9398,410027,奇丽花,RocoData??,source=MONSTER_CONF; base_id=3031
9399,410028,焰火,RocoData??,source=MONSTER_CONF; base_id=3032
9400,410029,波波拉,RocoData??,source=MONSTER_CONF; base_id=3033
9401,410030,蒲公英,RocoData??,source=MONSTER_CONF; base_id=3034
9402,410031,魔草巫灵,RocoData??,source=MONSTER_CONF; base_id=3035
9403,410032,鸭吉吉,RocoData??,source=MONSTER_CONF; base_id=3036
9404,410033,岚鸟,RocoData??,source=MONSTER_CONF; base_id=3037
9405,410034,小甲虫,RocoData??,source=MONSTER_CONF; base_id=3038
9406,410035,叮叮恶魔,RocoData??,source=MONSTER_CONF; base_id=3039
9407,410036,丢丢,RocoData??,source=MONSTER_CONF; base_id=3040
9408,410037,卡卡虫,RocoData??,source=MONSTER_CONF; base_id=3041
9409,410038,卡瓦重,RocoData??,source=MONSTER_CONF; base_id=3042
9410,410039,伊贝儿,RocoData??,source=MONSTER_CONF; base_id=3043
9411,410040,伊贝粉粉,RocoData??,source=MONSTER_CONF; base_id=3044
9412,410041,锥尾羊,RocoData??,source=MONSTER_CONF; base_id=3045
9413,410042,铃兰羊,RocoData??,source=MONSTER_CONF; base_id=3046
9414,410043,花影羚羊,RocoData??,source=MONSTER_CONF; base_id=3047
9415,410044,圣光迪莫,RocoData??,source=MONSTER_CONF; base_id=3048
9416,410045,白发懒人,RocoData??,source=MONSTER_CONF; base_id=3049
9417,410046,记忆石,RocoData??,source=MONSTER_CONF; base_id=3050
9418,410047,圣草迪莫,RocoData??,source=MONSTER_CONF; base_id=3051
9419,410048,煤球憨憨,RocoData??,source=MONSTER_CONF; base_id=3052
9420,410049,害羞球球,RocoData??,source=MONSTER_CONF; base_id=3053
9421,410050,蓝衣夜灵,RocoData??,source=MONSTER_CONF; base_id=3054; base_name=害羞球球
9422,410051,板板壳,RocoData??,source=MONSTER_CONF; base_id=3055
9423,410052,咔咔壳,RocoData??,source=MONSTER_CONF; base_id=3056
9424,410053,水泡壳,RocoData??,source=MONSTER_CONF; base_id=3057
9425,410054,一窝蜂,RocoData??,source=MONSTER_CONF; base_id=3058
9426,410055,黄蜂后,RocoData??,source=MONSTER_CONF; base_id=3059
9427,410056,小灵面,RocoData??,source=MONSTER_CONF; base_id=3060
9428,410057,暗影灵面,RocoData??,source=MONSTER_CONF; base_id=3061
9429,410059,白金独角兽,RocoData??,source=MONSTER_CONF; base_id=3063
9430,410060,幽影树,RocoData??,source=MONSTER_CONF; base_id=3064
9431,410061,忽幽狸,RocoData??,source=MONSTER_CONF; base_id=3065
9432,410062,影狸,RocoData??,source=MONSTER_CONF; base_id=3066
9433,410063,卷毛鸭,RocoData??,source=MONSTER_CONF; base_id=3067
9434,410064,灵蔓草王,RocoData??,source=MONSTER_CONF; base_id=3097
9435,410065,锤头鹳,RocoData??,source=MONSTER_CONF; base_id=3069
9436,410066,护主犬,RocoData??,source=MONSTER_CONF; base_id=3070
9437,410067,音速犬,RocoData??,source=MONSTER_CONF; base_id=3071
9438,410068,格兰种子,RocoData??,source=MONSTER_CONF; base_id=3072
9439,410069,格兰花,RocoData??,source=MONSTER_CONF; base_id=3073
9440,410070,格兰球,RocoData??,source=MONSTER_CONF; base_id=3074
9441,410071,灵狐,RocoData??,source=MONSTER_CONF; base_id=3075
9442,410072,九尾狐,RocoData??,source=MONSTER_CONF; base_id=3076
9443,410073,尖嘴狐仙,RocoData??,source=MONSTER_CONF; base_id=3077
9444,410074,烈钻鸟,RocoData??,source=MONSTER_CONF; base_id=3078
9445,410075,长尾火鸟,RocoData??,source=MONSTER_CONF; base_id=3079
9446,410076,火羽,RocoData??,source=MONSTER_CONF; base_id=3080
9447,410077,治愈兔,RocoData??,source=MONSTER_CONF; base_id=3081
9448,410078,红丝绒,RocoData??,source=MONSTER_CONF; base_id=3082
9449,410079,可爱猿,RocoData??,source=MONSTER_CONF; base_id=3083
9450,410080,炽热猿,RocoData??,source=MONSTER_CONF; base_id=3084
9451,410081,火焰猿,RocoData??,source=MONSTER_CONF; base_id=3085
9452,410082,可立鸡,RocoData??,source=MONSTER_CONF; base_id=3086
9453,410083,晕晕鸡,RocoData??,source=MONSTER_CONF; base_id=3087
9454,410084,绅士鸡,RocoData??,source=MONSTER_CONF; base_id=3088
9455,410085,武者鸡,RocoData??,source=MONSTER_CONF; base_id=3089
9456,410086,火尾瓦特,RocoData??,source=MONSTER_CONF; base_id=3090
9457,410087,火尾战士,RocoData??,source=MONSTER_CONF; base_id=3091
9458,410088,烈火守护,RocoData??,source=MONSTER_CONF; base_id=3092
9459,410089,呆小路,RocoData??,source=MONSTER_CONF; base_id=3093
9460,410090,舞动路路,RocoData??,source=MONSTER_CONF; base_id=3094
9461,410091,白发路路,RocoData??,source=MONSTER_CONF; base_id=3095
9462,410093,灵蔓草王,RocoData??,source=MONSTER_CONF; base_id=3097
9463,410094,绿耳松鼠,RocoData??,source=MONSTER_CONF; base_id=3098
9464,410095,抱枕松鼠,RocoData??,source=MONSTER_CONF; base_id=3099
9465,410096,蹦床松鼠,RocoData??,source=MONSTER_CONF; base_id=3100
9466,410097,动力猿,RocoData??,source=MONSTER_CONF; base_id=3101
9467,410098,瞌睡王,RocoData??,source=MONSTER_CONF; base_id=3102
9468,410099,布是石,RocoData??,source=MONSTER_CONF; base_id=3103
9469,410100,布是岩,RocoData??,source=MONSTER_CONF; base_id=3104
9470,410101,布克棱岩,RocoData??,source=MONSTER_CONF; base_id=3105
9471,410102,石肤蜥,RocoData??,source=MONSTER_CONF; base_id=3106
9472,410103,石刺蜥,RocoData??,source=MONSTER_CONF; base_id=3107
9473,410104,石冠王蜥,RocoData??,source=MONSTER_CONF; base_id=3108
9474,410105,仪使者,RocoData??,source=MONSTER_CONF; base_id=3109
9475,410106,仪式之星,RocoData??,source=MONSTER_CONF; base_id=3110
9476,410107,仪式巨像,RocoData??,source=MONSTER_CONF; base_id=3111
9477,410108,甜田螺,RocoData??,source=MONSTER_CONF; base_id=3112
9478,410109,壳乙螺,RocoData??,source=MONSTER_CONF; base_id=3113
9479,410110,卡洛儿,RocoData??,source=MONSTER_CONF; base_id=3114
9480,410111,风铃鲨,RocoData??,source=MONSTER_CONF; base_id=3115
9481,410112,蓝蝶鲨,RocoData??,source=MONSTER_CONF; base_id=3116
9482,410113,彩蝶鲨,RocoData??,source=MONSTER_CONF; base_id=3117
9483,410114,果冻,RocoData??,source=MONSTER_CONF; base_id=3118
9484,410115,翡翠水母,RocoData??,source=MONSTER_CONF; base_id=3119
9485,410116,琉璃水母,RocoData??,source=MONSTER_CONF; base_id=3120
9486,410117,大耳帽兜,RocoData??,source=MONSTER_CONF; base_id=3121
9487,410118,帽兜娃娃,RocoData??,source=MONSTER_CONF; base_id=3122
9488,410119,雪影娃娃,RocoData??,source=MONSTER_CONF; base_id=3123
9489,410120,脆筒甜甜,RocoData??,source=MONSTER_CONF; base_id=3124
9490,410121,香草甜甜,RocoData??,source=MONSTER_CONF; base_id=3125
9491,410122,圣代甜甜,RocoData??,source=MONSTER_CONF; base_id=3126
9492,410123,小狮鹫,RocoData??,source=MONSTER_CONF; base_id=3127
9493,410124,神圣狮鹫,RocoData??,source=MONSTER_CONF; base_id=3128
9494,410125,皇家狮鹫,RocoData??,source=MONSTER_CONF; base_id=3129
9495,410126,圆眼蜘蛛,RocoData??,source=MONSTER_CONF; base_id=3130
9496,410127,尖角蜘蛛,RocoData??,source=MONSTER_CONF; base_id=3131
9497,410128,芋香巨角蛛,RocoData??,source=MONSTER_CONF; base_id=3132
9498,410129,小螂,RocoData??,source=MONSTER_CONF; base_id=3133
9499,410130,兵螂,RocoData??,source=MONSTER_CONF; base_id=3134
9500,410131,飞天刀螂,RocoData??,source=MONSTER_CONF; base_id=3135
9501,410132,毛毛,RocoData??,source=MONSTER_CONF; base_id=3136
9502,410133,爬爬,RocoData??,source=MONSTER_CONF; base_id=3137
9503,410134,化蝶,RocoData??,source=MONSTER_CONF; base_id=3138
9504,410135,小草虫,RocoData??,source=MONSTER_CONF; base_id=3139
9505,410136,草衣虫,RocoData??,source=MONSTER_CONF; base_id=3140
9506,410137,花衣蝶,RocoData??,source=MONSTER_CONF; base_id=3141
9507,410138,小夜,RocoData??,source=MONSTER_CONF; base_id=3142
9508,410139,紫夜,RocoData??,source=MONSTER_CONF; base_id=3143
9509,410140,朔夜伊芙,RocoData??,source=MONSTER_CONF; base_id=3144
9510,410141,小灵菇,RocoData??,source=MONSTER_CONF; base_id=3145
9511,410142,幻灵菇,RocoData??,source=MONSTER_CONF; base_id=3146
9512,410143,幻影灵菇,RocoData??,source=MONSTER_CONF; base_id=3147
9513,410144,空空颅,RocoData??,source=MONSTER_CONF; base_id=3148
9514,410145,夜宿颅,RocoData??,source=MONSTER_CONF; base_id=3149
9515,410146,夜枭,RocoData??,source=MONSTER_CONF; base_id=3150
9516,410147,多多,RocoData??,source=MONSTER_CONF; base_id=3151
9517,410148,多啦多,RocoData??,source=MONSTER_CONF; base_id=3152
9518,410149,古啦多,RocoData??,source=MONSTER_CONF; base_id=3153
9519,410150,裘洛,RocoData??,source=MONSTER_CONF; base_id=3154
9520,410151,裘力,RocoData??,source=MONSTER_CONF; base_id=3155
9521,410152,裘卡,RocoData??,source=MONSTER_CONF; base_id=3156
9522,410153,花魁蜂后,RocoData??,source=MONSTER_CONF; base_id=3157
9523,410154,武斗酷猫,RocoData??,source=MONSTER_CONF; base_id=3158
9524,410155,紫蔓宝宝,RocoData??,source=MONSTER_CONF; base_id=3159
9525,410156,紫蔓祭祀,RocoData??,source=MONSTER_CONF; base_id=3160
9526,410157,春团,RocoData??,source=MONSTER_CONF; base_id=3161
9527,410158,春兔,RocoData??,source=MONSTER_CONF; base_id=3162
9528,410161,伏地兽,RocoData??,source=MONSTER_CONF; base_id=3165
9529,410162,贪食鼹,RocoData??,source=MONSTER_CONF; base_id=3166
9530,410163,巨噬针鼹,RocoData??,source=MONSTER_CONF; base_id=3167
9531,410164,阿布,RocoData??,source=MONSTER_CONF; base_id=3168
9532,410165,超能阿布,RocoData??,source=MONSTER_CONF; base_id=3169
9533,410166,石石,RocoData??,source=MONSTER_CONF; base_id=3170
9534,410167,巨灵石,RocoData??,source=MONSTER_CONF; base_id=3171
9535,410168,雪豆丁,RocoData??,source=MONSTER_CONF; base_id=3172
9536,410169,雪蛮人,RocoData??,source=MONSTER_CONF; base_id=3173
9537,410170,雪巨人,RocoData??,source=MONSTER_CONF; base_id=3174
9538,410171,咔咔羽毛,RocoData??,source=MONSTER_CONF; base_id=3175
9539,410172,咔咔雀,RocoData??,source=MONSTER_CONF; base_id=3176
9540,410173,咔咔鸟,RocoData??,source=MONSTER_CONF; base_id=3177
9541,410174,矮脚爬爬,RocoData??,source=MONSTER_CONF; base_id=3178
9542,410175,恶魔红钻,RocoData??,source=MONSTER_CONF; base_id=3179
9543,410176,小帕尔,RocoData??,source=MONSTER_CONF; base_id=3180
9544,410177,帕尔萨斯,RocoData??,source=MONSTER_CONF; base_id=3181
9545,410178,龙息帕尔,RocoData??,source=MONSTER_CONF; base_id=3182
9546,410179,瑰眼仔,RocoData??,source=MONSTER_CONF; base_id=3183
9547,410180,耳翎瑰魅,RocoData??,source=MONSTER_CONF; base_id=3184
9548,410181,邪眼巨魔,RocoData??,source=MONSTER_CONF; base_id=3185
9549,410182,小光,RocoData??,source=MONSTER_CONF; base_id=3186
9550,410183,迷迷眼,RocoData??,source=MONSTER_CONF; base_id=3187
9551,410184,拉特,RocoData??,source=MONSTER_CONF; base_id=3188
9552,410185,酷拉,RocoData??,source=MONSTER_CONF; base_id=3189
9553,410186,电咩咩,RocoData??,source=MONSTER_CONF; base_id=3190
9554,410187,粉咩咩,RocoData??,source=MONSTER_CONF; base_id=3191
9555,410188,电球咩咩,RocoData??,source=MONSTER_CONF; base_id=3192
9556,410189,小星光,RocoData??,source=MONSTER_CONF; base_id=3193
9557,410190,星光狮,RocoData??,source=MONSTER_CONF; base_id=3194
9558,410191,闪电环,RocoData??,source=MONSTER_CONF; base_id=3195
9559,410192,刺电环,RocoData??,source=MONSTER_CONF; base_id=3196
9560,410193,荆棘电环,RocoData??,source=MONSTER_CONF; base_id=3197
9561,410194,粉粉星,RocoData??,source=MONSTER_CONF; base_id=3198
9562,410195,小皮球,RocoData??,source=MONSTER_CONF; base_id=3199
9563,410196,机械方方,RocoData??,source=MONSTER_CONF; base_id=3200
9564,410197,多彩方方,RocoData??,source=MONSTER_CONF; base_id=3201
9565,410198,立方人,RocoData??,source=MONSTER_CONF; base_id=3202
9566,410199,贝瑟,RocoData??,source=MONSTER_CONF; base_id=3203
9567,410200,贝加尔,RocoData??,source=MONSTER_CONF; base_id=3204
9568,410201,贝古斯,RocoData??,source=MONSTER_CONF; base_id=3205
9569,410202,多西,RocoData??,source=MONSTER_CONF; base_id=3206
9570,410203,库多西,RocoData??,source=MONSTER_CONF; base_id=3207
9571,410204,波多西,RocoData??,source=MONSTER_CONF; base_id=3208
9572,410205,小翼龙,RocoData??,source=MONSTER_CONF; base_id=3209
9573,410206,翼龙,RocoData??,source=MONSTER_CONF; base_id=3210
9574,410207,伊雷龙,RocoData??,source=MONSTER_CONF; base_id=3211
9575,410209,黑炎宝宝,RocoData??,source=MONSTER_CONF; base_id=3213
9576,410210,黑炎,RocoData??,source=MONSTER_CONF; base_id=3214
9577,410211,海豹战士,RocoData??,source=MONSTER_CONF; base_id=3215
9578,410212,海豹船长,RocoData??,source=MONSTER_CONF; base_id=3216
9579,410213,呼拉猫,RocoData??,source=MONSTER_CONF; base_id=3217
9580,410214,增肌猫,RocoData??,source=MONSTER_CONF; base_id=3218
9581,410215,健猫教练,RocoData??,source=MONSTER_CONF; base_id=3219
9582,410221,古钟蛇,RocoData??,source=MONSTER_CONF; base_id=3225
9583,410222,寒音蛇,RocoData??,source=MONSTER_CONF; base_id=3226
9584,410223,菊花梨,RocoData??,source=MONSTER_CONF; base_id=3227
9585,410224,友爱天天,RocoData??,source=MONSTER_CONF; base_id=3228
9586,410225,友爱星飞,RocoData??,source=MONSTER_CONF; base_id=3229
9587,410226,加灵,RocoData??,source=MONSTER_CONF; base_id=3230
9588,410227,加益,RocoData??,source=MONSTER_CONF; base_id=3231
9589,410228,加尔,RocoData??,source=MONSTER_CONF; base_id=3232
9590,410229,加尔,RocoData??,source=MONSTER_CONF; base_id=3233
9591,410230,牵线木偶,RocoData??,source=MONSTER_CONF; base_id=3234
9592,410231,帅帅魔偶,RocoData??,source=MONSTER_CONF; base_id=3235
9593,410232,超能球球,RocoData??,source=MONSTER_CONF; base_id=3236
9594,410233,小怂猫,RocoData??,source=MONSTER_CONF; base_id=3237
9595,410234,怒目怂猫,RocoData??,source=MONSTER_CONF; base_id=3238
9596,410235,哭哭菇,RocoData??,source=MONSTER_CONF; base_id=3239
9597,410236,怖须菇,RocoData??,source=MONSTER_CONF; base_id=3240
9598,410237,怖哭菇,RocoData??,source=MONSTER_CONF; base_id=3241
9599,410238,呆火鸟,RocoData??,source=MONSTER_CONF; base_id=3242
9600,410239,喷火鸟,RocoData??,source=MONSTER_CONF; base_id=3243
9601,410240,绒绒,RocoData??,source=MONSTER_CONF; base_id=3244
9602,410241,小绒茧,RocoData??,source=MONSTER_CONF; base_id=3245
9603,410242,绒仙子,RocoData??,source=MONSTER_CONF; base_id=3246
9604,410244,绿洲象,RocoData??,source=MONSTER_CONF; base_id=3248
9605,410245,流星猛犸,RocoData??,source=MONSTER_CONF; base_id=3249
9606,410246,小鹬,RocoData??,source=MONSTER_CONF; base_id=3250
9607,410247,鄙目鹬,RocoData??,source=MONSTER_CONF; base_id=3251
9608,410248,高脚鹬,RocoData??,source=MONSTER_CONF; base_id=3252
9609,410249,速粒小子,RocoData??,source=MONSTER_CONF; base_id=3253
9610,410250,速粒冲锋,RocoData??,source=MONSTER_CONF; base_id=3254
9611,410251,奔波鼠,RocoData??,source=MONSTER_CONF; base_id=3255
9612,410252,流浪鼠,RocoData??,source=MONSTER_CONF; base_id=3256
9613,410253,布鲁斯,RocoData??,source=MONSTER_CONF; base_id=3257
9614,410254,雪顶布鲁斯,RocoData??,source=MONSTER_CONF; base_id=3258
9615,410255,冰钻布鲁斯,RocoData??,source=MONSTER_CONF; base_id=3259
9616,410256,古拉海象,RocoData??,source=MONSTER_CONF; base_id=3260
9617,410257,大古拉海象,RocoData??,source=MONSTER_CONF; base_id=3261
9618,410258,呼呼猪,RocoData??,source=MONSTER_CONF; base_id=3262
9619,410259,獠牙猪,RocoData??,source=MONSTER_CONF; base_id=3263
9620,410260,卡波,RocoData??,source=MONSTER_CONF; base_id=3264
9621,410261,卡拉波斯,RocoData??,source=MONSTER_CONF; base_id=3265
9622,410262,胆小鳗鱼,RocoData??,source=MONSTER_CONF; base_id=3266
9623,410263,闪电鳗鱼,RocoData??,source=MONSTER_CONF; base_id=3267
9624,410264,大头骨龙,RocoData??,source=MONSTER_CONF; base_id=3268
9625,410265,寂灭骨龙,RocoData??,source=MONSTER_CONF; base_id=3269
9626,410272,绿翼鸟,RocoData??,source=MONSTER_CONF; base_id=3276
9627,410273,魔翼鸟,RocoData??,source=MONSTER_CONF; base_id=3277
9628,410274,魔眷鸟,RocoData??,source=MONSTER_CONF; base_id=3278
9629,410275,雪绒鸟,RocoData??,source=MONSTER_CONF; base_id=3279
9630,410276,雪绒鸟,RocoData??,source=MONSTER_CONF; base_id=3280
9631,410277,雪绒鸟,RocoData??,source=MONSTER_CONF; base_id=3281
9632,410278,冬羽雀,RocoData??,source=MONSTER_CONF; base_id=3282
9633,410279,冬羽雀,RocoData??,source=MONSTER_CONF; base_id=3283
9634,410280,冬羽雀,RocoData??,source=MONSTER_CONF; base_id=3284
9635,410281,岚鸟,RocoData??,source=MONSTER_CONF; base_id=3285
9636,410282,岚鸟,RocoData??,source=MONSTER_CONF; base_id=3286
9637,410283,岚鸟,RocoData??,source=MONSTER_CONF; base_id=3287
9638,410284,丢丢,RocoData??,source=MONSTER_CONF; base_id=3288
9639,410285,丢丢,RocoData??,source=MONSTER_CONF; base_id=3289
9640,410286,丢丢,RocoData??,source=MONSTER_CONF; base_id=3290
9641,410287,卡卡虫,RocoData??,source=MONSTER_CONF; base_id=3291
9642,410288,卡卡虫,RocoData??,source=MONSTER_CONF; base_id=3292
9643,410289,卡卡虫,RocoData??,source=MONSTER_CONF; base_id=3293
9644,410290,卡瓦重,RocoData??,source=MONSTER_CONF; base_id=3294
9645,410291,卡瓦重,RocoData??,source=MONSTER_CONF; base_id=3295
9646,410292,卡瓦重,RocoData??,source=MONSTER_CONF; base_id=3296
9647,410293,蹦蹦种子,RocoData??,source=MONSTER_CONF; base_id=3297
9648,410294,蹦蹦种子,RocoData??,source=MONSTER_CONF; base_id=3298
9649,410295,蹦蹦种子,RocoData??,source=MONSTER_CONF; base_id=3299
9650,410296,蹦蹦草,RocoData??,source=MONSTER_CONF; base_id=3300
9651,410297,蹦蹦草,RocoData??,source=MONSTER_CONF; base_id=3301
9652,410298,蹦蹦草,RocoData??,source=MONSTER_CONF; base_id=3302
9653,410299,蹦蹦花,RocoData??,source=MONSTER_CONF; base_id=3303
9654,410300,蹦蹦花,RocoData??,source=MONSTER_CONF; base_id=3304
9655,410301,蹦蹦花,RocoData??,source=MONSTER_CONF; base_id=3305
9656,410303,矿晶虫,RocoData??,source=MONSTER_CONF; base_id=3307
9657,410304,晶石蜗,RocoData??,source=MONSTER_CONF; base_id=3308
9658,410305,犀角鸟,RocoData??,source=MONSTER_CONF; base_id=3309
9659,410306,光纤兽,RocoData??,source=MONSTER_CONF; base_id=3310
9660,410307,疾光千兽,RocoData??,source=MONSTER_CONF; base_id=3311
9661,410308,若叶蜥,RocoData??,source=MONSTER_CONF; base_id=3312
9662,410309,立叶蜥,RocoData??,source=MONSTER_CONF; base_id=3313
9663,410310,蝶叶巨蜥,RocoData??,source=MONSTER_CONF; base_id=3314
9664,410311,小鼠獭,RocoData??,source=MONSTER_CONF; base_id=3315
9665,410312,燕尾獭,RocoData??,source=MONSTER_CONF; base_id=3316
9666,410313,卷胡巨獭,RocoData??,source=MONSTER_CONF; base_id=3317
9667,410315,粉星仔,RocoData??,source=MONSTER_CONF; base_id=3319
9668,410316,粉耳星兔,RocoData??,source=MONSTER_CONF; base_id=3320
9669,410317,觅觅蝠,RocoData??,source=MONSTER_CONF; base_id=3321
9670,410318,翻翻蝠,RocoData??,source=MONSTER_CONF; base_id=3322
9671,410319,夜游魔,RocoData??,source=MONSTER_CONF; base_id=3323
9672,410323,独角龙,RocoData??,source=MONSTER_CONF; base_id=3327
9673,410324,坚角龙,RocoData??,source=MONSTER_CONF; base_id=3328
9674,410325,爆角龙,RocoData??,source=MONSTER_CONF; base_id=3329
9675,410326,海盔虫,RocoData??,source=MONSTER_CONF; base_id=3330
9676,410327,刺盔虫,RocoData??,source=MONSTER_CONF; base_id=3331
9677,410328,千棘盔,RocoData??,source=MONSTER_CONF; base_id=3332
9678,410329,雪娃娃,RocoData??,source=MONSTER_CONF; base_id=3333
9679,410330,冰封怨灵,RocoData??,source=MONSTER_CONF; base_id=3334
9680,410331,雪灵,RocoData??,source=MONSTER_CONF; base_id=3335
9681,410332,格格布,RocoData??,source=MONSTER_CONF; base_id=3336
9682,410333,格布布,RocoData??,source=MONSTER_CONF; base_id=3337
9683,410334,冰虎宝,RocoData??,source=MONSTER_CONF; base_id=3338
9684,410335,冰晶虎,RocoData??,source=MONSTER_CONF; base_id=3339
9685,410336,古齿帝牙,RocoData??,source=MONSTER_CONF; base_id=3340
9686,410337,雪灵兽,RocoData??,source=MONSTER_CONF; base_id=3341
9687,410338,幻雪兽,RocoData??,source=MONSTER_CONF; base_id=3342
9688,410339,饮雪狂兽,RocoData??,source=MONSTER_CONF; base_id=3343
9689,410340,乖乖鹄,RocoData??,source=MONSTER_CONF; base_id=3344
9690,410341,蓝珠天鹅,RocoData??,source=MONSTER_CONF; base_id=3345
9691,410342,翠顶夫人,RocoData??,source=MONSTER_CONF; base_id=3346
9692,410343,芽眼魔,RocoData??,source=MONSTER_CONF; base_id=3347
9693,410344,叶眼魔,RocoData??,source=MONSTER_CONF; base_id=3348
9694,410345,障眼魔,RocoData??,source=MONSTER_CONF; base_id=3349
9695,410346,红绒十字,RocoData??,source=MONSTER_CONF; base_id=3350
9696,410347,霹雳宝宝,RocoData??,source=MONSTER_CONF; base_id=3351
9697,410348,雷鸣小子,RocoData??,source=MONSTER_CONF; base_id=3352
9698,410349,雷暴奔奔,RocoData??,source=MONSTER_CONF; base_id=3353
9699,410350,钻地小子,RocoData??,source=MONSTER_CONF; base_id=3354
9700,410351,闪电小子,RocoData??,source=MONSTER_CONF; base_id=3355
9701,410352,魔能陀螺,RocoData??,source=MONSTER_CONF; base_id=3356
9702,410353,电动长颈鹿,RocoData??,source=MONSTER_CONF; base_id=3357
9703,410354,奔乐鹿,RocoData??,source=MONSTER_CONF; base_id=3358
9704,410355,爵士鹿,RocoData??,source=MONSTER_CONF; base_id=3359
9705,410356,蝴蝶陶陶,RocoData??,source=MONSTER_CONF; base_id=3360
9706,410357,铆钉毛毛,RocoData??,source=MONSTER_CONF; base_id=3361
9707,410358,徘徊爪爪,RocoData??,source=MONSTER_CONF; base_id=3362
9708,410359,路路,RocoData??,source=MONSTER_CONF; base_id=3363
9709,410360,路路尼,RocoData??,source=MONSTER_CONF; base_id=3364
9710,410361,古路尼,RocoData??,source=MONSTER_CONF; base_id=3365
9711,410363,嘟嘟煲,RocoData??,source=MONSTER_CONF; base_id=3367
9712,410364,嘟嘟锅,RocoData??,source=MONSTER_CONF; base_id=3368
9713,410365,幽星光,RocoData??,source=MONSTER_CONF; base_id=3369
9714,410366,曜星光,RocoData??,source=MONSTER_CONF; base_id=3370
9715,410367,暮星辰,RocoData??,source=MONSTER_CONF; base_id=3371
9716,410368,春花兔,RocoData??,source=MONSTER_CONF; base_id=3372
9717,410369,逗逗,RocoData??,source=MONSTER_CONF; base_id=3373
9718,410370,气球猫,RocoData??,source=MONSTER_CONF; base_id=3374
9719,410371,梦想三三,RocoData??,source=MONSTER_CONF; base_id=3375
9720,410372,旋叶虫,RocoData??,source=MONSTER_CONF; base_id=3376
9721,410373,风滚暮虫,RocoData??,source=MONSTER_CONF; base_id=3377
9722,410374,菇菇丁,RocoData??,source=MONSTER_CONF; base_id=3378
9723,410375,多菇丁,RocoData??,source=MONSTER_CONF; base_id=3379
9724,410376,九幽菇,RocoData??,source=MONSTER_CONF; base_id=3380
9725,410377,深蓝鲸,RocoData??,source=MONSTER_CONF; base_id=3381
9726,410378,双灯鱼,RocoData??,source=MONSTER_CONF; base_id=3382
9727,410379,利灯鱼,RocoData??,source=MONSTER_CONF; base_id=3383
9728,410380,豆丁鱼,RocoData??,source=MONSTER_CONF; base_id=3384
